module_code,phytocore_code,module_name,registry_match,xlsx_axes,md_primary,md_secondary,md_all,xlsx_vs_md,only_in_xlsx,only_in_md,suggested_union,md_file_count,dose,contraindications,needs_review,raw_axis_text
97,Anti-inflammatory Repair Module,XM-2,XM-2 Capsule,A5;A7;A23,A1;A3;A4;A5;A7;A9;A18;A23;A24;A36,,A1;A3;A4;A5;A7;A9;A18;A23;A24;A36,PARTIAL,,A1;A3;A4;A9;A18;A24;A36,A1;A3;A4;A5;A7;A9;A18;A23;A24;A36,2,,,,Axis 5 Inflammation Axis 7 Tissue Repair Axis 23 Musculoskeletal System
98,Renal-Urological Support Module,Urana,Urana,A1;A5;A14;A35;A36,A1;A5;A14;A17;A35;A36,,A1;A5;A14;A17;A35;A36,PARTIAL,,A17,A1;A5;A14;A17;A35;A36,2,,,,Axis 14 Kidney Function Axis 1 Detoxification Axis 5 Inflammation                                          Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)                                          Axis 36: Oncology
99,Gastrointestinal Protection Module,Twmid,Twmid,A2;A5;A12,A2;A5;A12,,A2;A5;A12,AGREE,,,A2;A5;A12,1,,,,Axis 12 Digestive System Axis 2 Microbiome Axis 5 Inflammation
100,Herbal Cosmetic Healing Module,Virana,Virana,A5;A7;A14,A5;A7;A14,,A5;A7;A14,AGREE,,,A5;A7;A14,1,,,,Axis 14 Skin System Axis 7 Tissue Repair Axis 5 Inflammation
101,Longevity Regeneration Module,Revita,Revita,A4;A10;A11;A18,A3;A4;A10;A11;A18,,A3;A4;A10;A11;A18,PARTIAL,,A3,A3;A4;A10;A11;A18,3,,,,Axis 18 Longevity Biology Axis 11 Mitochondrial Function Axis 4 Immune System Axis 10 Nervous System
102,Prebiotic Microbiome Module,IMO,IMO,A2;A8;A12,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,PARTIAL,,A1;A4;A5;A15;A16;A36;A38;A39,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,4,,,,Axis 2 Microbiome Axis 12 Digestive System Axis 8 Metabolism
103,Systemic Detox and Inflammation Control Module,KS,KS,A1;A5;A13,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,A1;A5;A16;A19,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,PARTIAL,,A2;A3;A4;A6;A7;A8;A9;A10;A11;A12;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,5,,,,Axis 1 Detoxification Axis 5 Inflammation Axis 13 Liver Function
104,Lymphatic Regulation Module,Minoza,Minoza,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,A2;A16;A21;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,AGREE,,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,4,,,,Axis 6 Lymphatic System Axis 4 Immune System Axis 5 Inflammation                                        Axis 36: Oncology                                      AXIS 37 Protein Quality Control System Axis  AXIS 38 Protein Clearance & Proteotoxic Stress Axis                                             
105,Vital Qi Module,Ho-Ren-Yin Herbal Tonic,HO REN YIN MIXTURE,A4;A11;A18,A1;A4;A5;A8;A9;A11;A13;A14;A18;A21;A22;A23;A24;A26;A27;A28;A29;A31;A32;A33;A34;A35,A2;A28;A29;A30;A34;A35,A1;A2;A4;A5;A8;A9;A11;A13;A14;A18;A21;A22;A23;A24;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35,PARTIAL,,A1;A2;A5;A8;A9;A13;A14;A21;A22;A23;A24;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35,A1;A2;A4;A5;A8;A9;A11;A13;A14;A18;A21;A22;A23;A24;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35,5,,,,Axis 11 Mitochondrial Function Axis 4 Immune System Axis 18 Longevity
106,Adaptogenic Vitality Module,AM-PUR,AM-PUR MIXTURE,A11;A15;A18,A5;A7;A8;A9;A11;A14;A15;A18;A21;A23;A24;A26;A28;A29;A31;A32;A33;A35,A2;A8;A21;A29;A30;A34,A2;A5;A7;A8;A9;A11;A14;A15;A18;A21;A23;A24;A26;A28;A29;A30;A31;A32;A33;A34;A35,PARTIAL,,A2;A5;A7;A8;A9;A14;A21;A23;A24;A26;A28;A29;A30;A31;A32;A33;A34;A35,A2;A5;A7;A8;A9;A11;A14;A15;A18;A21;A23;A24;A26;A28;A29;A30;A31;A32;A33;A34;A35,5,,,,Axis 11 Mitochondria Axis 15 Hormonal regulation Axis 18 Longevity
107,Musculoskeletal Relief Module,Kimluy Yellow Oil,KIMLUY BRAND YELLOW OIL,A5;A20;A23,A5;A20;A23;A29;A31,A21,A5;A20;A21;A23;A29;A31,PARTIAL,,A21;A29;A31,A5;A20;A21;A23;A29;A31,2,,,,Axis 23 Musculoskeletal System Axis 5 Inflammation Axis 20 Circulation
108,Cellular Detox Module,CHLOROPHYNA,CHLOROPHYNA,A1;A3;A17,A1;A3;A17,,A1;A3;A17,AGREE,,,A1;A3;A17,1,,,,Axis 1 Detoxification Axis 17 Blood System Axis 3 Oxidative Stress
109,Microbiome Enzyme Module,Ricezozyme,RICEZOZYME,A2;A5;A12,A2;A5;A12;A18,A1;A19,A1;A2;A5;A12;A18;A19,PARTIAL,,A1;A18;A19,A1;A2;A5;A12;A18;A19,2,,,,Axis 2 Microbiome Axis 12 Digestive System Axis 5 Inflammation
110,Cardiovascular Protection Module,Garlica,HP-1,A3;A8;A20,A3;A5;A6;A20;A21,,A3;A5;A6;A20;A21,PARTIAL,A8,A5;A6;A21,A3;A5;A6;A8;A20;A21,3,,,,Axis 20 Cardiovascular System Axis 8 Metabolic Regulation Axis 3 Oxidative Stress
111,Advanced Liver Detox Module,Hepa-2,Hepa-2,A1;A3;A5;A13,A1;A3;A5;A13,,A1;A3;A5;A13,AGREE,,,A1;A3;A5;A13,2,,,,Axis 13 Liver system Axis 1 Detoxification Axis 3 Oxidative stress Axis 5 Inflammation
112,Comprehensive Hepatic Support,Hepa Plus,Hepa Plus,A1;A5;A13,A1;A5;A13,,A1;A5;A13,AGREE,,,A1;A5;A13,1,,,,Axis 13 Liver Axis 1 Detox Axis 5 Inflammation
113,Nervous System Balance Module,Angera,Angera,A10;A16;A20,A10;A16;A20,,A10;A16;A20,AGREE,,,A10;A16;A20,1,,,,Axis 10 Nervous system Axis 16 Stress regulation Axis 20 Cerebral circulation
114,Immune Regulation Module,Beta-4,Beta-4,A3;A4;A5,A3;A4;A5,,A3;A4;A5,AGREE,,,A3;A4;A5,1,,,,Axis 4 Immune system Axis 3 Oxidative stress Axis 5 Inflammation
115,Bioactive Peptide Regeneration Module,Buminmax,Buminmax,A11;A18;A24,A11;A18;A24,,A11;A18;A24,AGREE,,,A11;A18;A24,1,,,,Axis 24 Musculoskeletal system Axis 11 Mitochondrial energy Axis 18 Longevity biology
116,Hormonal Balance Module,Lana,LANA,A7;A15;A18,A7;A15;A18;A31;A33;A35;A36,,A7;A15;A18;A31;A33;A35;A36,PARTIAL,,A31;A33;A35;A36,A7;A15;A18;A31;A33;A35;A36,2,,,,Axis 15 Hormonal system Axis 7 Reproductive system Axis 18 Longevity
117,Immune Defense Module,IM-6,IM-6 Capsule,A3;A4;A5,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,PARTIAL,,A1;A2;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A33;A35;A36,3,,,,Axis 4 Immune Axis 5 Inflammation Axis 3 Oxidative stress
118,Hepatic Restoration Module,Hepa-3,HEPA-3 Capsule,A1;A5;A13,A1;A5;A6;A8;A9;A13;A15;A21;A24;A35;A36,,A1;A5;A6;A8;A9;A13;A15;A21;A24;A35;A36,PARTIAL,,A6;A8;A9;A15;A21;A24;A35;A36,A1;A5;A6;A8;A9;A13;A15;A21;A24;A35;A36,3,,,,Axis 13 Liver Axis 1 Detox Axis 5 Inflammation
119,Systemic Immune & Detox Module,Beta-X,Beta-X,A1;A4;A5,A1;A4;A5;A20;A24,,A1;A4;A5;A20;A24,PARTIAL,,A20;A24,A1;A4;A5;A20;A24,2,,,,Axis 4 Immune Axis 1 Detox Axis 5 Inflammation
120,Hepato-Metabolic Regulation Module,Livita,Livita,A3;A8;A13,A3;A8;A13,,A3;A8;A13,AGREE,,,A3;A8;A13,1,,,,Axis 13 Liver Axis 8 Metabolism Axis 3 Oxidative stress
121,Immune Longevity Module,Reishimuno,Reishimuno,A4;A5;A18,A3;A4;A5;A11;A18;A19,,A3;A4;A5;A11;A18;A19,PARTIAL,,A3;A11;A19,A3;A4;A5;A11;A18;A19,3,,,,Axis 4 Immune system Axis 18 Longevity biology Axis 5 Inflammation
122,Metabolic Repair Module,IM-5,IM-5,A3;A8;A9,A3;A5;A7;A8;A9;A14,,A3;A5;A7;A8;A9;A14,PARTIAL,,A5;A7;A14,A3;A5;A7;A8;A9;A14,3,,,,Axis 8 Metabolism Axis 9 Glucose regulation Axis 3 Oxidative stress
123,Hepatic Regeneration Module,Hepa-1,HEPA-1,A1;A5;A13,A1;A3;A5;A13,,A1;A3;A5;A13,PARTIAL,,A3,A1;A3;A5;A13,3,,,,Axis 13 Liver Axis 1 Detox Axis 5 Inflammation
124,Cardiovascular Stability Module,HP-1,HP-1,A3;A6;A20,A3;A5;A6;A20;A21,,A3;A5;A6;A20;A21,PARTIAL,,A5;A21,A3;A5;A6;A20;A21,3,,,,Axis 6 Cardiovascular Axis 20 Microcirculation Axis 3 Oxidative stress
125,Advanced Immune Matrix,Beta-V,Beta-V,A3;A4;A5,A3;A4;A5;A6;A18;A19;A21,,A3;A4;A5;A6;A18;A19;A21,PARTIAL,,A6;A18;A19;A21,A3;A4;A5;A6;A18;A19;A21,3,,,,Axis 4 Immune Axis 5 Inflammation Axis 3 Oxidative stress
126,Cellular Longevity Module,Revita,Revita,A10;A11;A18,A3;A4;A10;A11;A18,,A3;A4;A10;A11;A18,PARTIAL,,A3;A4,A3;A4;A10;A11;A18,3,,,,Axis 18 Longevity Axis 11 Mitochondrial energy Axis 10 Nervous system
127,Gut Microbiome Support Module,IMO,IMO,A2;A4;A12,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,PARTIAL,,A1;A5;A8;A15;A16;A36;A38;A39,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,4,,,,Axis 2 Microbiome Axis 12 Digestive system Axis 4 Immune
128,Anti-Inflammatory Systemic Module,KS,KS,A1;A2;A3;A4;A5;A24,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,A1;A5;A16;A19,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,PARTIAL,,A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A25;A26;A27;A30;A35;A36;A38;A39,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,5,,,,Axis 5 Inflammation Axis 24 Musculoskeletal    Axis 3 Oxidative stress                                    Axis 1: Systemic Inflammatory Load                     Axis 2: Immune Homeostasis                           Axis 4: Post‑Infectious Persistence
129,Lymphatic Detox Module,Minoza,Minoza,A1;A4;A14,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,A2;A16;A21;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,PARTIAL,,A2;A3;A5;A6;A7;A8;A9;A10;A11;A12;A13;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,4,,,,Axis 14 Lymphatic system Axis 1 Detox Axis 4 Immune
130,Systemic Organ Detox Module,Anax,ANAX MIXTURE,A1;A13;A17,A1;A7;A13;A17;A29,A1;A14;A21;A31;A34,A1;A7;A13;A14;A17;A21;A29;A31;A34,PARTIAL,,A7;A14;A21;A29;A31;A34,A1;A7;A13;A14;A17;A21;A29;A31;A34,3,,,,Axis 1 Detox Axis 13 Liver Axis 17 Kidney
131,Multinutrient Cellular Support,VitalPlus,VitalPlus,A10;A11;A18;A39,A10;A11;A18;A39,,A10;A11;A18;A39,AGREE,,,A10;A11;A18;A39,1,,,,Axis 10 Nervous system Axis 11 Mitochondrial energy Axis 18 Longevity                                 AXIS 37 Protein Quality Control System Axis  AXIS 38 Protein Clearance & Proteotoxic Stress Axis                                                          Axis 39  Cognitive-Emotional Loop Axis (CELA
132,Renal Detox Module,Urana,Urana,A1;A5;A17,A1;A5;A14;A17;A35;A36,,A1;A5;A14;A17;A35;A36,PARTIAL,,A14;A35;A36,A1;A5;A14;A17;A35;A36,2,,,,Axis 17 Kidney Axis 1 Detox Axis 5 Inflammation
133,Advanced Liver Protection,Hepa-2,Hepa-2,A1;A3;A13,A1;A3;A5;A13,,A1;A3;A5;A13,PARTIAL,,A5,A1;A3;A5;A13,2,,,,Axis 13 Liver Axis 1 Detox Axis 3 Oxidative stress
134,Circulation & Detox Module,Beta-X,Beta-X,A5;A20;A24,A1;A4;A5;A20;A24,,A1;A4;A5;A20;A24,PARTIAL,,A1;A4,A1;A4;A5;A20;A24,2,,,,Axis 5 Inflammation Axis 20 Microcirculation Axis 24 Musculoskeletal
135,Traditional Detox Module,Ya Sitthijohn,Ya Sitthijohn,A1;A4;A14,A1;A4;A14,,A1;A4;A14,AGREE,,,A1;A4;A14,1,,,,Axis 14 Lymphatic Axis 1 Detox Axis 4 Immune
136,Metabolic Balancing Module,Vitalis,Vitalis,A3;A8;A9,A3;A8;A9,,A3;A8;A9,AGREE,,,A3;A8;A9,1,,,,Axis 8 Metabolism Axis 9 Glucose regulation Axis 3 Oxidative stress
137,Neuro-Endocrine Support,Ava,Ava,A10;A18;A21,A10;A18;A21,,A10;A18;A21,AGREE,,,A10;A18;A21,1,,,,Axis 10 Nervous system Axis 21 Hormonal system Axis 18 Longevity
138,Systemic Organ Tonic,Plumax Plus,Plumax Plus,A6;A18;A20;A36;A39,A6;A18;A20;A36;A39,,A6;A18;A20;A36;A39,AGREE,,,A6;A18;A20;A36;A39,1,,,,Axis 6 Cardiovascular Axis 20 Microcirculation Axis 18 Longevity                                         Axis 36: Oncology                                      AXIS 37 Protein Quality Control System Axis  AXIS 38 Protein Clearance & Proteotoxic Stress Axis                                            
139,Orygis Bamboo Mouthwash™,Orygis Bamboo Mouthwash,Orygis Bamboo Mouthwash,A4;A5;A30,A4;A5;A30,,A4;A5;A30,AGREE,,,A4;A5;A30,1,,,,Axis 30 Oral microbiome Axis 4 Immune Axis 5 Inflammation
140,Propolis Immune Spray™,Propolis Immune Spray,Propolis Immune Spray,A4;A5;A30,A4;A5;A30,,A4;A5;A30,AGREE,,,A4;A5;A30,1,,,,Axis 4 Immune system Axis 30 Oral immunity Axis 5 Inflammation
141,Circulatory Neurovascular Module,Tangchou Plus Sanchi,TANGCHOU PLUS SANCHI,A6;A10;A20,A5;A6;A7;A10;A14;A20,A21;A29,A5;A6;A7;A10;A14;A20;A21;A29,PARTIAL,,A5;A7;A14;A21;A29,A5;A6;A7;A10;A14;A20;A21;A29,6,,,,Axis 6 Cardiovascular Axis 10 Brain circulation Axis 20 Microcirculation
142,Venous Circulation Repair Module,Variz,VARIZ,A6;A20;A24,A2;A3;A6;A9;A17;A20;A24,A2;A19;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,PARTIAL,,A2;A3;A9;A17;A19;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,6,,,,Axis 6 Cardiovascular Axis 20 Microcirculation Axis 24 Musculoskeletal
143,Detox & Hepatic Clearance Module,EDH,EDH,A1;A3;A13,A1;A3;A5;A6;A9;A13,A14;A16,A1;A3;A5;A6;A9;A13;A14;A16,PARTIAL,,A5;A6;A9;A14;A16,A1;A3;A5;A6;A9;A13;A14;A16,4,,,,Axis 13 Liver Axis 1 Detox Axis 3 Oxidative stress
144,Cardiovascular Flow Optimizer,Stream,Stream,A3;A6;A8,A3;A6;A8;A10;A20,,A3;A6;A8;A10;A20,PARTIAL,,A10;A20,A3;A6;A8;A10;A20,2,,,,Axis 6 Cardiovascular Axis 8 Metabolic Axis 3 Oxidative stress
145,Cellular Energy Module,VitaCel,VITACEL,A10;A11;A18,A3;A5;A10;A11;A14;A15;A16;A18,A8,A3;A5;A8;A10;A11;A14;A15;A16;A18,PARTIAL,,A3;A5;A8;A14;A15;A16,A3;A5;A8;A10;A11;A14;A15;A16;A18,6,,,,Axis 11 Mitochondrial energy Axis 10 Nervous system Axis 18 Longevity
146,Marine Calcium Bone Matrix,RedCal,REDCAL,A3;A24;A25,A3;A22;A24;A25;A29;A30;A34,A24;A29,A3;A22;A24;A25;A29;A30;A34,PARTIAL,,A22;A29;A30;A34,A3;A22;A24;A25;A29;A30;A34,6,,,,Axis 25 Bone metabolism Axis 24 Musculoskeletal Axis 3 Oxidative stress
147,Immune Activation Module,IM-1 Beta-Glucan,Beta-V,A4;A5;A19,A3;A4;A5;A6;A18;A19;A21,,A3;A4;A5;A6;A18;A19;A21,PARTIAL,,A3;A6;A18;A21,A3;A4;A5;A6;A18;A19;A21,3,,,,Axis 4 Immune Axis 5 Inflammation Axis 19 Cancer surveillance
148,Renal Detox & Fluid Balance Module,KD,KD,A1;A5;A17;A35,A1;A5;A12;A17;A35,,A1;A5;A12;A17;A35,PARTIAL,,A12,A1;A5;A12;A17;A35,2,,,,Axis 17 Kidney Axis 1 Detox Axis 5 Inflammation Axis 35: Organ Resilience & Functional Reserve (Organ Meta‑Axis)
149,Renal Recovery Module,Renax,Renax,A5;A6;A17;A39,A5;A6;A12;A17;A20;A39,,A5;A6;A12;A17;A20;A39,PARTIAL,,A12;A20,A5;A6;A12;A17;A20;A39,2,,,,Axis 17 Kidney Axis 6 Cardiovascular Axis 5 Inflammation                                              AXIS 37 Protein Quality Control System Axis  AXIS 38 Protein Clearance & Proteotoxic Stress Axis                                                          Axis 39  Cognitive-Emotional Loop Axis (CELA
150,Digestive Neuroenteric Module,Sinaza,Sinaza,A5;A15;A16,A5;A15;A16,,A5;A15;A16,AGREE,,,A5;A15;A16,2,,,,Axis 15 Digestive system Axis 16 Microbiome Axis 5 Inflammation
151,Gluco-Inflammatory Regulation Module,DB-1,DB-1,A5;A8;A11,A5;A8;A9;A11,,A5;A8;A9;A11,PARTIAL,,A9,A5;A8;A9;A11,2,,,,Axis 8 Metabolic Axis 5 Inflammation Axis 11 Mitochondria
152,Respiratory Immune Protection Module,NARIS,VARIZ,A4;A5;A21,A2;A3;A6;A9;A17;A20;A24,A2;A19;A35,A2;A3;A6;A9;A17;A19;A20;A24;A35,DIFFER,A4;A5;A21,A2;A3;A6;A9;A17;A19;A20;A24;A35,A2;A3;A4;A5;A6;A9;A17;A19;A20;A21;A24;A35,6,,,DIFFER,Axis 4 Immune Axis 21 Respiratory Axis 5 Inflammation
153,Adaptogenic Immune Longevity Module,Reishimuno,Reishimuno,A4;A18;A19,A3;A4;A5;A11;A18;A19,,A3;A4;A5;A11;A18;A19,PARTIAL,,A3;A5;A11,A3;A4;A5;A11;A18;A19,3,,,,Axis 4 Immune Axis 19 Cancer Axis 18 Longevity
154,Metabolic Detox Neurobalance Module,IM-5,IM-5,A3;A5;A8,A3;A5;A7;A8;A9;A14,,A3;A5;A7;A8;A9;A14,PARTIAL,,A7;A9;A14,A3;A5;A7;A8;A9;A14,3,,,,Axis 3 Oxidative stress Axis 5 Inflammation Axis 8 Metabolic
155,Hepatic Regeneration Module,HEPA-1,HEPA-1,A1;A5;A13,A1;A3;A5;A13,,A1;A3;A5;A13,PARTIAL,,A3,A1;A3;A5;A13,3,,,,Axis 13 Liver Axis 1 Detox Axis 5 Inflammation
156,Cardiovascular Protection Module,HP-1,HP-1,A3;A6;A20,A3;A5;A6;A20;A21,,A3;A5;A6;A20;A21,PARTIAL,,A5;A21,A3;A5;A6;A20;A21,3,,,,Axis 6 Cardiovascular Axis 20 Microcirculation Axis 3 Oxidative stress
157,Viral Defense Immunomodulator,BETA-V,Beta-V,A4;A19;A21,A3;A4;A5;A6;A18;A19;A21,,A3;A4;A5;A6;A18;A19;A21,PARTIAL,,A3;A5;A6;A18,A3;A4;A5;A6;A18;A19;A21,3,,,,Axis 4 Immune Axis 21 Respiratory Axis 19 Cancer surveillance
158,Prebiotic Microbiome Restoration Module,IMO,IMO,A5;A15;A16,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,PARTIAL,,A1;A2;A4;A8;A12;A36;A38;A39,A1;A2;A4;A5;A8;A12;A15;A16;A36;A38;A39,4,,,,Axis 16 Microbiome Axis 15 Digestive Axis 5 Inflammation
159,Neurovascular Longevity Module,KS,KS,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A38;A39,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,A1;A5;A16;A19,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,PARTIAL,,A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A30;A35;A36;A38;A39,5,,,,Axis 10 Nervous system                                     Axis 6 Cardiovascular                                               Axis 18 Longevity                                               Axis 1: Systemic Inflammatory Load                   Axis 2: Immune Homeostasis                           Axi
160,Lymphatic Detox Module,Minoza,Minoza,A1;A5;A14,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,A2;A16;A21;A36,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,PARTIAL,,A2;A3;A4;A6;A7;A8;A9;A10;A11;A12;A13;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A20;A21;A22;A23;A24;A25;A26;A27;A30;A33;A35;A36;A39,4,,,,Axis 1 Detox Axis 14 Lymphatic Axis 5 Inflammation
161,Curcuma Digestive Integrity Module,Curcuma Longa Capsule (Turmeric Capsules),Curcuma Longa Capsule (Turmeric Capsules),A1;A9;A16;A17;A19,A17;A19,A1;A9;A16,A1;A9;A16;A17;A19,AGREE,,,A1;A9;A16;A17;A19,1,,,,Axis 17 Digestive–Absorptive Axis Axis 19 Gut Barrier Axis Secondary Axes Axis 1 Systemic Inflammatory Load Axis Axis 16 Detoxification Axis Axis 9 Oxidative Stress Axis
162,Andrographis Immune Defense Module,Andrographis paniculata capsules.,Andrographis paniculata capsules.,A1;A2;A3;A4;A9,A2;A3,A1;A4;A9,A1;A2;A3;A4;A9,AGREE,,,A1;A2;A3;A4;A9,1,,,,Axis 3 Pathogen Defense Axis Axis 2 Immune Homeostasis Axis Secondary Axes Axis 4 Post-Infectious Persistence Axis Axis 1 Systemic Inflammatory Load Axis Axis 9 Oxidative Stress Axis
163,Absorn Women's Internal Harmony Module,ABSORN CAPSULE (Apsorn Capsule Medicine),ABSORN CAPSULE (Apsorn Capsule Medicine),A1;A21;A25;A31;A32,A32,A1;A21;A25;A31,A1;A21;A25;A31;A32,AGREE,,,A1;A21;A25;A31;A32,1,,,,Axis 32 Female Hormonal Axis Secondary Axes Axis 1 Systemic Inflammatory Load Axis Axis 21 Endothelial Function Axis Axis 25 Wound Healing & Tissue Repair Axis Axis 31 Connective Tissue Integrity Axis
164,Derris Musculoskeletal Repair Module,COMPOUND DERRIS SCANDENS CAPSULE (Derris Scandens Capsule),COMPOUND DERRIS SCANDENS CAPSULE (Derris Scandens Capsule),A1;A25;A29;A30;A31,A25;A31,A1;A29;A30,A1;A25;A29;A30;A31,AGREE,,,A1;A25;A29;A30;A31,1,,,,Axis 25 Wound Healing & Tissue Repair Axis Axis 31 Connective Tissue Integrity Axis Secondary Axes Axis 1 Systemic Inflammatory Load Axis Axis 29 Muscle Protein Turnover Axis Axis 30 Bone Remodeling Axis
165,Velvet Antler Rejuvenation Module,"Deer Antler Velvet Capsule, Veychakorn Brand.","Deer Antler Velvet Capsule, Veychakorn Brand.",A2;A14;A28;A29;A30;A34,A14;A28,A2;A29;A30;A34,A2;A14;A28;A29;A30;A34,AGREE,,,A2;A14;A28;A29;A30;A34,1,,,,Axis 28 Stem Cell & Regenerative Reserve Axis Axis 14 Longevity Signaling Axis Secondary Axes Axis 2 Immune Homeostasis Axis Axis 29 Muscle Protein Turnover Axis Axis 30 Bone Remodeling Axis Axis 34 Thyroid-Adrenal-Growth Axis
